Img,Labelled Round 2,Labelled round 1,Person_num,Mask_on,Race,SkinColor,Sex,Is_Complicated,Remark,key,xmin,ymin,xmax,ymax,info,file
5968.jpg,,5968.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5968.jpg,387,323,460,430,FaceMasks_JSON\annotations\5968.jpg.json,FaceMasks_JSON\images\5968.jpg
6158.jpg,,6158.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6158.jpg,618,419,1113,1139,FaceMasks_JSON\annotations\6158.jpg.json,FaceMasks_JSON\images\6158.jpg
2027.jpg,,2027.jpg,1.0,0.0,0.0,0.0,1.0,False,0,2027.jpg,491,41,1224,855,FaceMasks_JSON\annotations\2027.jpg.json,FaceMasks_JSON\images\2027.jpg
5604.jpg,,5604.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5604.jpg,240,21,303,113,FaceMasks_JSON\annotations\5604.jpg.json,FaceMasks_JSON\images\5604.jpg
5122.jpg,,5122.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5122.jpg,41,27,346,445,FaceMasks_JSON\annotations\5122.jpg.json,FaceMasks_JSON\images\5122.jpg
5687.jpg,,5687.jpg,1.0,0.0,0.0,1.0,1.0,False,0,5687.jpg,154,101,258,221,FaceMasks_JSON\annotations\5687.jpg.json,FaceMasks_JSON\images\5687.jpg
6188.jpg,,6188.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6188.jpg,288,69,412,224,FaceMasks_JSON\annotations\6188.jpg.json,FaceMasks_JSON\images\6188.jpg
5315.jpg,,5315.jpg,1.0,0.0,0.0,1.0,1.0,False,0,5315.jpg,401,24,746,418,FaceMasks_JSON\annotations\5315.jpg.json,FaceMasks_JSON\images\5315.jpg
6081.jpg,,6081.jpg,1.0,0.0,0.0,0.0,1.0,False,changed hispanic,6081.jpg,327,17,457,171,FaceMasks_JSON\annotations\6081.jpg.json,FaceMasks_JSON\images\6081.jpg
1813.jpg,,1813.jpg,1.0,0.0,0.0,0.0,1.0,False,0,1813.jpg,203,56,590,552,FaceMasks_JSON\annotations\1813.jpg.json,FaceMasks_JSON\images\1813.jpg
1831.jpg,,1831.jpg,1.0,0.0,0.0,0.0,1.0,False,changed color,1831.jpg,324,215,768,846,FaceMasks_JSON\annotations\1831.jpg.json,FaceMasks_JSON\images\1831.jpg
6249.jpg,,6249.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6249.jpg,205,71,345,235,FaceMasks_JSON\annotations\6249.jpg.json,FaceMasks_JSON\images\6249.jpg
5868.jpg,,5868.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5868.jpg,539,165,660,312,FaceMasks_JSON\annotations\5868.jpg.json,FaceMasks_JSON\images\5868.jpg
2636.png,,2636.png,1.0,0.0,0.0,0.0,1.0,False,0,2636.png,336,34,568,340,FaceMasks_JSON\annotations\2636.png.json,FaceMasks_JSON\images\2636.png
5690.jpg,,5690.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5690.jpg,329,14,414,117,FaceMasks_JSON\annotations\5690.jpg.json,FaceMasks_JSON\images\5690.jpg
6386.jpg,,6386.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6386.jpg,318,42,457,249,FaceMasks_JSON\annotations\6386.jpg.json,FaceMasks_JSON\images\6386.jpg
6381.jpg,,6381.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6381.jpg,388,33,639,354,FaceMasks_JSON\annotations\6381.jpg.json,FaceMasks_JSON\images\6381.jpg
2964.png,,2964.png,1.0,0.0,2.0,1.0,0.0,False,0,2964.png,198,73,320,265,FaceMasks_JSON\annotations\2964.png.json,FaceMasks_JSON\images\2964.png
5987.jpg,,5987.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5987.jpg,199,264,571,682,FaceMasks_JSON\annotations\5987.jpg.json,FaceMasks_JSON\images\5987.jpg
5992.jpg,,5992.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5992.jpg,333,385,381,456,FaceMasks_JSON\annotations\5992.jpg.json,FaceMasks_JSON\images\5992.jpg
6265.jpg,,6265.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6265.jpg,337,70,429,201,FaceMasks_JSON\annotations\6265.jpg.json,FaceMasks_JSON\images\6265.jpg
5994.jpg,,5994.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5994.jpg,149,8,458,328,FaceMasks_JSON\annotations\5994.jpg.json,FaceMasks_JSON\images\5994.jpg
6174.jpg,,6174.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6174.jpg,330,2,797,398,FaceMasks_JSON\annotations\6174.jpg.json,FaceMasks_JSON\images\6174.jpg
5390.jpg,,5390.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5390.jpg,6,7,606,809,FaceMasks_JSON\annotations\5390.jpg.json,FaceMasks_JSON\images\5390.jpg
6200.jpeg,,6200.jpeg,1.0,0.0,2.0,2.0,0.0,False,0,6200.jpeg,14,2,540,561,FaceMasks_JSON\annotations\6200.jpeg.json,FaceMasks_JSON\images\6200.jpeg
6159.jpg,,6159.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6159.jpg,369,20,561,240,FaceMasks_JSON\annotations\6159.jpg.json,FaceMasks_JSON\images\6159.jpg
5693.jpeg,,5693.jpeg,1.0,0.0,2.0,1.0,0.0,False,0,5693.jpeg,669,185,877,459,FaceMasks_JSON\annotations\5693.jpeg.json,FaceMasks_JSON\images\5693.jpeg
6178.jpg,,6178.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6178.jpg,111,207,499,801,FaceMasks_JSON\annotations\6178.jpg.json,FaceMasks_JSON\images\6178.jpg
2302.png,,2302.png,1.0,0.0,2.0,1.0,0.0,False,0,2302.png,167,13,416,301,FaceMasks_JSON\annotations\2302.png.json,FaceMasks_JSON\images\2302.png
6155.jpg,,6155.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6155.jpg,749,596,1939,2326,FaceMasks_JSON\annotations\6155.jpg.json,FaceMasks_JSON\images\6155.jpg
6362.jpg,,6362.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6362.jpg,303,55,463,278,FaceMasks_JSON\annotations\6362.jpg.json,FaceMasks_JSON\images\6362.jpg
6361.jpg,,6361.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6361.jpg,259,88,407,242,FaceMasks_JSON\annotations\6361.jpg.json,FaceMasks_JSON\images\6361.jpg
6274.jpg,,6274.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6274.jpg,609,33,738,195,FaceMasks_JSON\annotations\6274.jpg.json,FaceMasks_JSON\images\6274.jpg
6120.jpg,,6120.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6120.jpg,208,48,352,208,FaceMasks_JSON\annotations\6120.jpg.json,FaceMasks_JSON\images\6120.jpg
5113.jpg,,5113.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5113.jpg,98,11,311,286,FaceMasks_JSON\annotations\5113.jpg.json,FaceMasks_JSON\images\5113.jpg
6097.jpg,,6097.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6097.jpg,224,31,393,242,FaceMasks_JSON\annotations\6097.jpg.json,FaceMasks_JSON\images\6097.jpg
6346.jpg,,6346.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6346.jpg,590,1,763,185,FaceMasks_JSON\annotations\6346.jpg.json,FaceMasks_JSON\images\6346.jpg
4483.png,,4483.png,1.0,0.0,2.0,2.0,1.0,False,0,4483.png,448,7,692,334,FaceMasks_JSON\annotations\4483.png.json,FaceMasks_JSON\images\4483.png
5564.jpeg,,5564.jpeg,1.0,0.0,2.0,2.0,1.0,False,0,5564.jpeg,270,2,427,165,FaceMasks_JSON\annotations\5564.jpeg.json,FaceMasks_JSON\images\5564.jpeg
5927.jpg,,5927.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5927.jpg,325,25,561,319,FaceMasks_JSON\annotations\5927.jpg.json,FaceMasks_JSON\images\5927.jpg
6203.jpg,,6203.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6203.jpg,396,202,774,739,FaceMasks_JSON\annotations\6203.jpg.json,FaceMasks_JSON\images\6203.jpg
6152.jpg,,6152.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6152.jpg,323,11,685,475,FaceMasks_JSON\annotations\6152.jpg.json,FaceMasks_JSON\images\6152.jpg
5977.jpg,,5977.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5977.jpg,602,70,749,278,FaceMasks_JSON\annotations\5977.jpg.json,FaceMasks_JSON\images\5977.jpg
4473.png,,4473.png,1.0,0.0,2.0,1.0,1.0,False,0,4473.png,378,32,591,345,FaceMasks_JSON\annotations\4473.png.json,FaceMasks_JSON\images\4473.png
6356.jpeg,,6356.jpeg,1.0,0.0,2.0,2.0,1.0,False,0,6356.jpeg,292,255,476,505,FaceMasks_JSON\annotations\6356.jpeg.json,FaceMasks_JSON\images\6356.jpeg
6285.jpg,,,1.0,0.0,2.0,2.0,1.0,False,,6285.jpg,249,93,458,380,FaceMasks_JSON\annotations\6285.jpg.json,FaceMasks_JSON\images\6285.jpg
6383.jpg,,6383.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6383.jpg,830,263,1178,785,FaceMasks_JSON\annotations\6383.jpg.json,FaceMasks_JSON\images\6383.jpg
5266.jpg,,5266.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5266.jpg,164,1,341,228,FaceMasks_JSON\annotations\5266.jpg.json,FaceMasks_JSON\images\5266.jpg
6206.jpg,,6206.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6206.jpg,334,35,527,325,FaceMasks_JSON\annotations\6206.jpg.json,FaceMasks_JSON\images\6206.jpg
5047.jpg,,5047.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5047.jpg,400,123,618,419,FaceMasks_JSON\annotations\5047.jpg.json,FaceMasks_JSON\images\5047.jpg
6229.jpg,,6229.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6229.jpg,402,108,758,562,FaceMasks_JSON\annotations\6229.jpg.json,FaceMasks_JSON\images\6229.jpg
6156.jpg,,6156.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6156.jpg,450,235,644,480,FaceMasks_JSON\annotations\6156.jpg.json,FaceMasks_JSON\images\6156.jpg
6037.jpg,,6037.jpg,1.0,0.0,2.0,1.0,1.0,False,0,6037.jpg,413,12,530,181,FaceMasks_JSON\annotations\6037.jpg.json,FaceMasks_JSON\images\6037.jpg
5936.jpg,,5936.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5936.jpg,353,10,481,187,FaceMasks_JSON\annotations\5936.jpg.json,FaceMasks_JSON\images\5936.jpg
6024.jpg,,6024.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6024.jpg,540,4,1385,1167,FaceMasks_JSON\annotations\6024.jpg.json,FaceMasks_JSON\images\6024.jpg
6149.jpg,,6149.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6149.jpg,401,16,682,435,FaceMasks_JSON\annotations\6149.jpg.json,FaceMasks_JSON\images\6149.jpg
24_1_2_20170116164545482.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,24_1_2_20170116164545482.jpg,100,42,417,435,faces_only\subset\24_1_2_20170116164545482.xml,faces_only\subset\asian\female\24_1_2_20170116164545482.jpg
5966.jpg,,5966.jpg,1.0,0.0,3.0,0.0,0.0,False,0,5966.jpg,0,260,84,355,FaceMasks_JSON\annotations\5966.jpg.json,FaceMasks_JSON\images\5966.jpg
24_1_2_20170116164813386.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,24_1_2_20170116164813386.jpg,136,72,545,444,faces_only\subset\24_1_2_20170116164813386.xml,faces_only\subset\asian\female\24_1_2_20170116164813386.jpg
23_1_2_20170116173244358.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,23_1_2_20170116173244358.jpg,288,65,889,661,faces_only\subset\23_1_2_20170116173244358.xml,faces_only\subset\asian\female\23_1_2_20170116173244358.jpg
24_1_2_20170116163720881.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,24_1_2_20170116163720881.jpg,152,27,428,359,faces_only\subset\24_1_2_20170116163720881.xml,faces_only\subset\asian\female\24_1_2_20170116163720881.jpg
6245.jpg,,6245.jpg,1.0,0.0,3.0,1.0,0.0,False,0,6245.jpg,693,56,855,264,FaceMasks_JSON\annotations\6245.jpg.json,FaceMasks_JSON\images\6245.jpg
5273.jpg,,5273.jpg,1.0,0.0,3.0,1.0,0.0,False,0,5273.jpg,294,276,703,843,FaceMasks_JSON\annotations\5273.jpg.json,FaceMasks_JSON\images\5273.jpg
23_1_2_20170116173159941.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,23_1_2_20170116173159941.jpg,87,59,306,311,faces_only\subset\23_1_2_20170116173159941.xml,faces_only\subset\asian\female\23_1_2_20170116173159941.jpg
5683.jpg,,5683.jpg,1.0,0.0,3.0,0.0,0.0,False,0,5683.jpg,827,201,1139,551,FaceMasks_JSON\annotations\5683.jpg.json,FaceMasks_JSON\images\5683.jpg
4796.png,,4796.png,1.0,0.0,3.0,0.0,0.0,False,0,4796.png,288,68,474,295,FaceMasks_JSON\annotations\4796.png.json,FaceMasks_JSON\images\4796.png
22_1_2_20170116172611887.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,22_1_2_20170116172611887.jpg,77,1,463,405,faces_only\subset\22_1_2_20170116172611887.xml,faces_only\subset\asian\female\22_1_2_20170116172611887.jpg
24_1_2_20170116163750637.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,24_1_2_20170116163750637.jpg,56,9,401,364,faces_only\subset\24_1_2_20170116163750637.xml,faces_only\subset\asian\female\24_1_2_20170116163750637.jpg
6359.jpg,,6359.jpg,1.0,0.0,3.0,0.0,0.0,False,0,6359.jpg,295,281,384,400,FaceMasks_JSON\annotations\6359.jpg.json,FaceMasks_JSON\images\6359.jpg
5574.jpg,,5574.jpg,1.0,0.0,3.0,0.0,0.0,False,0,5574.jpg,385,43,502,195,FaceMasks_JSON\annotations\5574.jpg.json,FaceMasks_JSON\images\5574.jpg
22_1_2_20170116172702296.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,22_1_2_20170116172702296.jpg,109,3,363,348,faces_only\subset\22_1_2_20170116172702296.xml,faces_only\subset\asian\female\22_1_2_20170116172702296.jpg
24_1_2_20170116164744956.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,24_1_2_20170116164744956.jpg,297,59,699,501,faces_only\subset\24_1_2_20170116164744956.xml,faces_only\subset\asian\female\24_1_2_20170116164744956.jpg
1819.jpg,,1819.jpg,1.0,0.0,3.0,0.0,0.0,False,0,1819.jpg,328,100,433,237,FaceMasks_JSON\annotations\1819.jpg.json,FaceMasks_JSON\images\1819.jpg
6327.jpg,,6327.jpg,1.0,0.0,3.0,0.0,0.0,False,0,6327.jpg,448,136,862,721,FaceMasks_JSON\annotations\6327.jpg.json,FaceMasks_JSON\images\6327.jpg
23_1_2_20170116173210232.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,23_1_2_20170116173210232.jpg,236,34,749,519,faces_only\subset\23_1_2_20170116173210232.xml,faces_only\subset\asian\female\23_1_2_20170116173210232.jpg
5381.jpg,,5381.jpg,1.0,0.0,3.0,1.0,0.0,False,0,5381.jpg,72,110,380,517,FaceMasks_JSON\annotations\5381.jpg.json,FaceMasks_JSON\images\5381.jpg
23_1_2_20170116173201790.jpg,,,1.0,0.0,3.0,0.0,0.0,False,custom labelled,23_1_2_20170116173201790.jpg,68,54,314,295,faces_only\subset\23_1_2_20170116173201790.xml,faces_only\subset\asian\female\23_1_2_20170116173201790.jpg
23_0_2_20170114024549242.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,23_0_2_20170114024549242.jpg,38,103,629,822,faces_only\subset\23_0_2_20170114024549242.xml,faces_only\subset\asian\male\23_0_2_20170114024549242.jpg
5461.jpeg,,5461.jpeg,1.0,0.0,3.0,0.0,1.0,False,0,5461.jpeg,198,35,371,285,FaceMasks_JSON\annotations\5461.jpeg.json,FaceMasks_JSON\images\5461.jpeg
22_0_2_20170104022354725.jpg,,,1.0,0.0,3.0,1.0,1.0,False,custom labelled,22_0_2_20170104022354725.jpg,181,24,300,140,faces_only\subset\22_0_2_20170104022354725.xml,faces_only\subset\asian\male\22_0_2_20170104022354725.jpg
23_0_2_20170107213747034.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,23_0_2_20170107213747034.jpg,105,143,277,336,faces_only\subset\23_0_2_20170107213747034.xml,faces_only\subset\asian\male\23_0_2_20170107213747034.jpg
6213.jpg,,6213.jpg,1.0,0.0,3.0,1.0,1.0,False,0,6213.jpg,255,42,480,355,FaceMasks_JSON\annotations\6213.jpg.json,FaceMasks_JSON\images\6213.jpg
23_0_2_20170116172805150.jpg,,,1.0,0.0,3.0,1.0,1.0,False,custom labelled,23_0_2_20170116172805150.jpg,540,43,1018,446,faces_only\subset\23_0_2_20170116172805150.xml,faces_only\subset\asian\male\23_0_2_20170116172805150.jpg
5408.jpg,,5408.jpg,1.0,0.0,3.0,0.0,1.0,False,0,5408.jpg,329,43,518,275,FaceMasks_JSON\annotations\5408.jpg.json,FaceMasks_JSON\images\5408.jpg
23_0_2_20170108224712804.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,23_0_2_20170108224712804.jpg,95,139,288,374,faces_only\subset\23_0_2_20170108224712804.xml,faces_only\subset\asian\male\23_0_2_20170108224712804.jpg
22_0_2_20170116172455828.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,22_0_2_20170116172455828.jpg,53,28,295,370,faces_only\subset\22_0_2_20170116172455828.xml,faces_only\subset\asian\male\22_0_2_20170116172455828.jpg
23_0_2_20170116173007268.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,23_0_2_20170116173007268.jpg,313,107,819,620,faces_only\subset\23_0_2_20170116173007268.xml,faces_only\subset\asian\male\23_0_2_20170116173007268.jpg
23_0_2_20170116172912257.jpg,,,1.0,0.0,3.0,1.0,1.0,False,custom labelled,23_0_2_20170116172912257.jpg,311,81,740,512,faces_only\subset\23_0_2_20170116172912257.xml,faces_only\subset\asian\male\23_0_2_20170116172912257.jpg
21_0_2_20170103205914442.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,21_0_2_20170103205914442.jpg,147,13,314,211,faces_only\subset\21_0_2_20170103205914442.xml,faces_only\subset\asian\male\21_0_2_20170103205914442.jpg
22_0_2_20170116172210197.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,22_0_2_20170116172210197.jpg,245,107,757,624,faces_only\subset\22_0_2_20170116172210197.xml,faces_only\subset\asian\male\22_0_2_20170116172210197.jpg
5459.jpeg,,5459.jpeg,1.0,0.0,3.0,1.0,1.0,False,0,5459.jpeg,96,97,505,623,FaceMasks_JSON\annotations\5459.jpeg.json,FaceMasks_JSON\images\5459.jpeg
5623.jpg,,5623.jpg,1.0,0.0,3.0,1.0,1.0,False,0,5623.jpg,290,106,353,191,FaceMasks_JSON\annotations\5623.jpg.json,FaceMasks_JSON\images\5623.jpg
23_0_2_20170117144607348.jpg,,,1.0,0.0,3.0,1.0,1.0,False,custom labelled,23_0_2_20170117144607348.jpg,114,90,429,416,faces_only\subset\23_0_2_20170117144607348.xml,faces_only\subset\asian\male\23_0_2_20170117144607348.jpg
20_0_2_20170103234745028.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,20_0_2_20170103234745028.jpg,184,27,502,393,faces_only\subset\20_0_2_20170103234745028.xml,faces_only\subset\asian\male\20_0_2_20170103234745028.jpg
3610.png,,3610.png,1.0,0.0,3.0,1.0,1.0,False,0,3610.png,408,5,671,306,FaceMasks_JSON\annotations\3610.png.json,FaceMasks_JSON\images\3610.png
21_0_2_20170103234754659.jpg,,,1.0,0.0,3.0,0.0,1.0,False,custom labelled,21_0_2_20170103234754659.jpg,72,26,221,215,faces_only\subset\21_0_2_20170103234754659.xml,faces_only\subset\asian\male\21_0_2_20170103234754659.jpg
6332.jpg,,6332.jpg,1.0,0.0,3.0,1.0,1.0,False,0,6332.jpg,266,49,582,409,FaceMasks_JSON\annotations\6332.jpg.json,FaceMasks_JSON\images\6332.jpg
2383.png,,2383.png,1.0,0.0,3.0,0.0,1.0,False,0,2383.png,111,15,249,170,FaceMasks_JSON\annotations\2383.png.json,FaceMasks_JSON\images\2383.png
20_1_3_20170119180453339.jpg,,,1.0,0.0,4.0,1.0,0.0,False,custom labelled,20_1_3_20170119180453339.jpg,170,68,301,233,faces_only\subset\20_1_3_20170119180453339.xml,faces_only\subset\indian\female\20_1_3_20170119180453339.jpg
20_1_3_20170119153755113.jpg,,,1.0,0.0,4.0,1.0,0.0,False,custom labelled,20_1_3_20170119153755113.jpg,184,57,358,273,faces_only\subset\20_1_3_20170119153755113.xml,faces_only\subset\indian\female\20_1_3_20170119153755113.jpg
5368.jpg,,5368.jpg,1.0,0.0,4.0,1.0,0.0,False,0,5368.jpg,232,66,675,659,FaceMasks_JSON\annotations\5368.jpg.json,FaceMasks_JSON\images\5368.jpg
20_1_3_20170119180826861.jpg,,,1.0,0.0,4.0,1.0,0.0,False,custom labelled,20_1_3_20170119180826861.jpg,311,62,373,150,faces_only\subset\20_1_3_20170119180826861.xml,faces_only\subset\indian\female\20_1_3_20170119180826861.jpg
21_1_3_20170104222116782.jpg,,,1.0,0.0,4.0,1.0,0.0,False,custom labelled,21_1_3_20170104222116782.jpg,116,77,379,343,faces_only\subset\21_1_3_20170104222116782.xml,faces_only\subset\indian\female\21_1_3_20170104222116782.jpg
21_1_3_20170104222121713.jpg,,,1.0,0.0,4.0,1.0,0.0,False,custom labelled,21_1_3_20170104222121713.jpg,67,101,330,375,faces_only\subset\21_1_3_20170104222121713.xml,faces_only\subset\indian\female\21_1_3_20170104222121713.jpg
3085.png,,3085.png,1.0,0.0,4.0,1.0,0.0,False,0,3085.png,359,5,497,170,FaceMasks_JSON\annotations\3085.png.json,FaceMasks_JSON\images\3085.png
