Img,Labelled Round 2,Labelled round 1,Person_num,Mask_on,Race,SkinColor,Sex,Is_Complicated,Remark,key,xmin,ymin,xmax,ymax,info,file
1856.jpg,,1856.jpg,1.0,0.0,0.0,0.0,0.0,False,uncertain,1856.jpg,680,340,1664,1784,Medical mask\Medical mask\annotations\1856.jpg.json,Medical mask\Medical mask\images\1856.jpg
6087.png,,6087.png,1.0,0.0,0.0,1.0,0.0,False,0,6087.png,274,15,489,280,Medical mask\Medical mask\annotations\6087.png.json,Medical mask\Medical mask\images\6087.png
2247.png,,2247.png,1.0,0.0,0.0,0.0,0.0,False,0,2247.png,290,73,377,200,Medical mask\Medical mask\annotations\2247.png.json,Medical mask\Medical mask\images\2247.png
6129.jpg,,6129.jpg,1.0,0.0,0.0,0.0,0.0,False,0,6129.jpg,649,14,850,262,Medical mask\Medical mask\annotations\6129.jpg.json,Medical mask\Medical mask\images\6129.jpg
5256.jpg,,5256.jpg,1.0,0.0,0.0,0.0,0.0,False,0,5256.jpg,672,26,2182,1975,Medical mask\Medical mask\annotations\5256.jpg.json,Medical mask\Medical mask\images\5256.jpg
6238.jpg,,6238.jpg,1.0,0.0,0.0,1.0,0.0,False,changed hispanic,6238.jpg,244,80,572,511,Medical mask\Medical mask\annotations\6238.jpg.json,Medical mask\Medical mask\images\6238.jpg
6019.png,,6019.png,1.0,0.0,0.0,0.0,0.0,False,0,6019.png,746,97,1158,612,Medical mask\Medical mask\annotations\6019.png.json,Medical mask\Medical mask\images\6019.png
5507.jpg,,5507.jpg,1.0,0.0,0.0,0.0,0.0,False,0,5507.jpg,67,50,384,486,Medical mask\Medical mask\annotations\5507.jpg.json,Medical mask\Medical mask\images\5507.jpg
3379.png,,3379.png,1.0,0.0,0.0,1.0,0.0,False,0,3379.png,58,10,329,340,Medical mask\Medical mask\annotations\3379.png.json,Medical mask\Medical mask\images\3379.png
4180.png,,4180.png,1.0,0.0,0.0,1.0,0.0,False,0,4180.png,132,3,404,333,Medical mask\Medical mask\annotations\4180.png.json,Medical mask\Medical mask\images\4180.png
2522.png,,2522.png,1.0,0.0,0.0,0.0,0.0,False,0,2522.png,240,11,486,301,Medical mask\Medical mask\annotations\2522.png.json,Medical mask\Medical mask\images\2522.png
4472.png,,4472.png,1.0,0.0,0.0,0.0,0.0,False,0,4472.png,273,3,420,194,Medical mask\Medical mask\annotations\4472.png.json,Medical mask\Medical mask\images\4472.png
5646.jpg,,5646.jpg,1.0,0.0,0.0,1.0,0.0,False,0,5646.jpg,321,118,848,765,Medical mask\Medical mask\annotations\5646.jpg.json,Medical mask\Medical mask\images\5646.jpg
2311.png,,2311.png,1.0,0.0,0.0,0.0,0.0,False,0,2311.png,28,24,474,572,Medical mask\Medical mask\annotations\2311.png.json,Medical mask\Medical mask\images\2311.png
6083.jpg,,6083.jpg,1.0,0.0,0.0,1.0,0.0,False,0,6083.jpg,315,16,546,327,Medical mask\Medical mask\annotations\6083.jpg.json,Medical mask\Medical mask\images\6083.jpg
6115.jpg,,6115.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6115.jpg,343,29,522,272,Medical mask\Medical mask\annotations\6115.jpg.json,Medical mask\Medical mask\images\6115.jpg
5411.jpg,,5411.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5411.jpg,358,57,591,361,Medical mask\Medical mask\annotations\5411.jpg.json,Medical mask\Medical mask\images\5411.jpg
6153.jpg,,6153.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6153.jpg,641,9,1199,636,Medical mask\Medical mask\annotations\6153.jpg.json,Medical mask\Medical mask\images\6153.jpg
5916.jpg,,5916.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5916.jpg,180,55,626,630,Medical mask\Medical mask\annotations\5916.jpg.json,Medical mask\Medical mask\images\5916.jpg
5848.jpg,,5848.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5848.jpg,299,115,563,425,Medical mask\Medical mask\annotations\5848.jpg.json,Medical mask\Medical mask\images\5848.jpg
4433.png,,4433.png,1.0,0.0,0.0,0.0,1.0,False,0,4433.png,70,28,224,190,Medical mask\Medical mask\annotations\4433.png.json,Medical mask\Medical mask\images\4433.png
1814.jpg,,1814.jpg,1.0,0.0,0.0,1.0,1.0,False,changed hispanic,1814.jpg,260,133,484,426,Medical mask\Medical mask\annotations\1814.jpg.json,Medical mask\Medical mask\images\1814.jpg
6188.jpg,,6188.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6188.jpg,288,69,412,224,Medical mask\Medical mask\annotations\6188.jpg.json,Medical mask\Medical mask\images\6188.jpg
6165.jpg,,6165.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6165.jpg,470,204,741,551,Medical mask\Medical mask\annotations\6165.jpg.json,Medical mask\Medical mask\images\6165.jpg
1815.jpg,,1815.jpg,1.0,0.0,0.0,1.0,1.0,False,0,1815.jpg,196,125,737,852,Medical mask\Medical mask\annotations\1815.jpg.json,Medical mask\Medical mask\images\1815.jpg
5287.jpg,,5287.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5287.jpg,234,11,438,319,Medical mask\Medical mask\annotations\5287.jpg.json,Medical mask\Medical mask\images\5287.jpg
6016.jpg,,6016.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6016.jpg,425,26,739,407,Medical mask\Medical mask\annotations\6016.jpg.json,Medical mask\Medical mask\images\6016.jpg
6127.jpg,,6127.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6127.jpg,418,36,615,331,Medical mask\Medical mask\annotations\6127.jpg.json,Medical mask\Medical mask\images\6127.jpg
6249.jpg,,6249.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6249.jpg,205,71,345,235,Medical mask\Medical mask\annotations\6249.jpg.json,Medical mask\Medical mask\images\6249.jpg
5883.jpg,,5883.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5883.jpg,232,5,901,904,Medical mask\Medical mask\annotations\5883.jpg.json,Medical mask\Medical mask\images\5883.jpg
1957.jpg,,1957.jpg,1.0,0.0,0.0,0.0,1.0,False,0,1957.jpg,106,119,483,604,Medical mask\Medical mask\annotations\1957.jpg.json,Medical mask\Medical mask\images\1957.jpg
6201.jpg,,6201.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6201.jpg,1131,132,1905,1109,Medical mask\Medical mask\annotations\6201.jpg.json,Medical mask\Medical mask\images\6201.jpg
1857.jpg,,1857.jpg,1.0,0.0,0.0,0.0,1.0,False,0,1857.jpg,318,27,540,345,Medical mask\Medical mask\annotations\1857.jpg.json,Medical mask\Medical mask\images\1857.jpg
6173.jpg,,6173.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6173.jpg,272,1,598,416,Medical mask\Medical mask\annotations\6173.jpg.json,Medical mask\Medical mask\images\6173.jpg
6158.jpg,,6158.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6158.jpg,618,419,1113,1139,Medical mask\Medical mask\annotations\6158.jpg.json,Medical mask\Medical mask\images\6158.jpg
5380.jpg,,5380.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5380.jpg,235,163,656,753,Medical mask\Medical mask\annotations\5380.jpg.json,Medical mask\Medical mask\images\5380.jpg
6189.jpg,,6189.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6189.jpg,376,42,467,164,Medical mask\Medical mask\annotations\6189.jpg.json,Medical mask\Medical mask\images\6189.jpg
5687.jpg,,5687.jpg,1.0,0.0,0.0,1.0,1.0,False,0,5687.jpg,154,101,258,221,Medical mask\Medical mask\annotations\5687.jpg.json,Medical mask\Medical mask\images\5687.jpg
2514.png,,2514.png,1.0,0.0,0.0,0.0,1.0,False,0,2514.png,247,2,569,251,Medical mask\Medical mask\annotations\2514.png.json,Medical mask\Medical mask\images\2514.png
6190.jpg,,6190.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6190.jpg,421,43,625,299,Medical mask\Medical mask\annotations\6190.jpg.json,Medical mask\Medical mask\images\6190.jpg
5613.jpg,,5613.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5613.jpg,221,25,406,250,Medical mask\Medical mask\annotations\5613.jpg.json,Medical mask\Medical mask\images\5613.jpg
6143.jpg,,6143.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6143.jpg,214,129,1592,2308,Medical mask\Medical mask\annotations\6143.jpg.json,Medical mask\Medical mask\images\6143.jpg
6038.jpg,,6038.jpg,1.0,0.0,0.0,1.0,1.0,False,0,6038.jpg,476,4,532,88,Medical mask\Medical mask\annotations\6038.jpg.json,Medical mask\Medical mask\images\6038.jpg
6124.jpg,,6124.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6124.jpg,462,167,560,294,Medical mask\Medical mask\annotations\6124.jpg.json,Medical mask\Medical mask\images\6124.jpg
5945.jpg,,5945.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5945.jpg,503,34,707,330,Medical mask\Medical mask\annotations\5945.jpg.json,Medical mask\Medical mask\images\5945.jpg
2249.png,,2249.png,1.0,0.0,0.0,0.0,1.0,False,0,2249.png,385,8,600,315,Medical mask\Medical mask\annotations\2249.png.json,Medical mask\Medical mask\images\2249.png
5929.jpg,,5929.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5929.jpg,364,3,706,439,Medical mask\Medical mask\annotations\5929.jpg.json,Medical mask\Medical mask\images\5929.jpg
6121.jpg,,6121.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6121.jpg,700,55,996,448,Medical mask\Medical mask\annotations\6121.jpg.json,Medical mask\Medical mask\images\6121.jpg
5956.jpg,,5956.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5956.jpg,188,72,301,208,Medical mask\Medical mask\annotations\5956.jpg.json,Medical mask\Medical mask\images\5956.jpg
6168.jpg,,6168.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6168.jpg,964,42,1297,510,Medical mask\Medical mask\annotations\6168.jpg.json,Medical mask\Medical mask\images\6168.jpg
6167.jpg,,6167.jpg,1.0,0.0,0.0,0.0,1.0,False,0,6167.jpg,462,109,569,236,Medical mask\Medical mask\annotations\6167.jpg.json,Medical mask\Medical mask\images\6167.jpg
5603.jpg,,5603.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5603.jpg,238,99,314,199,Medical mask\Medical mask\annotations\5603.jpg.json,Medical mask\Medical mask\images\5603.jpg
2969.png,,2969.png,1.0,0.0,0.0,1.0,1.0,False,0,2969.png,354,22,619,354,Medical mask\Medical mask\annotations\2969.png.json,Medical mask\Medical mask\images\2969.png
2103.jpg,,2103.jpg,1.0,0.0,0.0,0.0,1.0,False,0,2103.jpg,253,11,360,183,Medical mask\Medical mask\annotations\2103.jpg.json,Medical mask\Medical mask\images\2103.jpg
5633.jpg,,5633.jpg,1.0,0.0,0.0,0.0,1.0,False,0,5633.jpg,207,10,385,271,Medical mask\Medical mask\annotations\5633.jpg.json,Medical mask\Medical mask\images\5633.jpg
6159.jpg,,6159.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6159.jpg,369,20,561,240,Medical mask\Medical mask\annotations\6159.jpg.json,Medical mask\Medical mask\images\6159.jpg
6265.jpg,,6265.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6265.jpg,337,70,429,201,Medical mask\Medical mask\annotations\6265.jpg.json,Medical mask\Medical mask\images\6265.jpg
6381.jpg,,6381.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6381.jpg,388,33,639,354,Medical mask\Medical mask\annotations\6381.jpg.json,Medical mask\Medical mask\images\6381.jpg
5545.jpg,,5545.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5545.jpg,363,47,551,323,Medical mask\Medical mask\annotations\5545.jpg.json,Medical mask\Medical mask\images\5545.jpg
6183.jpg,,6183.jpg,1.0,0.0,2.0,1.0,0.0,False,0,6183.jpg,396,375,1282,1560,Medical mask\Medical mask\annotations\6183.jpg.json,Medical mask\Medical mask\images\6183.jpg
6178.jpg,,6178.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6178.jpg,111,207,499,801,Medical mask\Medical mask\annotations\6178.jpg.json,Medical mask\Medical mask\images\6178.jpg
4784.png,,4784.png,1.0,0.0,2.0,1.0,0.0,False,0,4784.png,380,76,491,205,Medical mask\Medical mask\annotations\4784.png.json,Medical mask\Medical mask\images\4784.png
5917.jpg,,5917.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5917.jpg,297,130,547,420,Medical mask\Medical mask\annotations\5917.jpg.json,Medical mask\Medical mask\images\5917.jpg
6100.png,,6100.png,1.0,0.0,2.0,1.0,0.0,False,0,6100.png,430,2,739,469,Medical mask\Medical mask\annotations\6100.png.json,Medical mask\Medical mask\images\6100.png
6048.jpg,,6048.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6048.jpg,625,23,883,356,Medical mask\Medical mask\annotations\6048.jpg.json,Medical mask\Medical mask\images\6048.jpg
5992.jpg,,5992.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5992.jpg,333,385,381,456,Medical mask\Medical mask\annotations\5992.jpg.json,Medical mask\Medical mask\images\5992.jpg
6139.jpg,,6139.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6139.jpg,258,92,379,212,Medical mask\Medical mask\annotations\6139.jpg.json,Medical mask\Medical mask\images\6139.jpg
6337.jpg,,,1.0,0.0,2.0,2.0,0.0,False,,6337.jpg,934,0,2490,1996,Medical mask\Medical mask\annotations\6337.jpg.json,Medical mask\Medical mask\images\6337.jpg
5983.jpg,,5983.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5983.jpg,540,200,1796,1541,Medical mask\Medical mask\annotations\5983.jpg.json,Medical mask\Medical mask\images\5983.jpg
5316.jpg,,5316.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5316.jpg,375,305,705,706,Medical mask\Medical mask\annotations\5316.jpg.json,Medical mask\Medical mask\images\5316.jpg
5592.jpg,,5592.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5592.jpg,161,45,301,236,Medical mask\Medical mask\annotations\5592.jpg.json,Medical mask\Medical mask\images\5592.jpg
2302.png,,2302.png,1.0,0.0,2.0,1.0,0.0,False,0,2302.png,167,13,416,301,Medical mask\Medical mask\annotations\2302.png.json,Medical mask\Medical mask\images\2302.png
6200.jpeg,,6200.jpeg,1.0,0.0,2.0,2.0,0.0,False,0,6200.jpeg,14,2,540,561,Medical mask\Medical mask\annotations\6200.jpeg.json,Medical mask\Medical mask\images\6200.jpeg
6210.jpg,,6210.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6210.jpg,509,273,1254,1202,Medical mask\Medical mask\annotations\6210.jpg.json,Medical mask\Medical mask\images\6210.jpg
5690.jpg,,5690.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5690.jpg,329,14,414,117,Medical mask\Medical mask\annotations\5690.jpg.json,Medical mask\Medical mask\images\5690.jpg
6098.jpg,,6098.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6098.jpg,360,85,728,653,Medical mask\Medical mask\annotations\6098.jpg.json,Medical mask\Medical mask\images\6098.jpg
6155.jpg,,6155.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6155.jpg,749,596,1939,2326,Medical mask\Medical mask\annotations\6155.jpg.json,Medical mask\Medical mask\images\6155.jpg
6386.jpg,,6386.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6386.jpg,318,42,457,249,Medical mask\Medical mask\annotations\6386.jpg.json,Medical mask\Medical mask\images\6386.jpg
4679.png,,4679.png,1.0,0.0,2.0,2.0,0.0,False,0,4679.png,339,93,421,189,Medical mask\Medical mask\annotations\4679.png.json,Medical mask\Medical mask\images\4679.png
5113.jpg,,5113.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5113.jpg,98,11,311,286,Medical mask\Medical mask\annotations\5113.jpg.json,Medical mask\Medical mask\images\5113.jpg
5926.jpg,,5926.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5926.jpg,262,39,415,271,Medical mask\Medical mask\annotations\5926.jpg.json,Medical mask\Medical mask\images\5926.jpg
5987.jpg,,5987.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5987.jpg,199,264,571,682,Medical mask\Medical mask\annotations\5987.jpg.json,Medical mask\Medical mask\images\5987.jpg
5447.jpg,,5447.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5447.jpg,114,7,602,678,Medical mask\Medical mask\annotations\5447.jpg.json,Medical mask\Medical mask\images\5447.jpg
5693.jpeg,,5693.jpeg,1.0,0.0,2.0,1.0,0.0,False,0,5693.jpeg,669,185,877,459,Medical mask\Medical mask\annotations\5693.jpeg.json,Medical mask\Medical mask\images\5693.jpeg
6174.jpg,,6174.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6174.jpg,330,2,797,398,Medical mask\Medical mask\annotations\6174.jpg.json,Medical mask\Medical mask\images\6174.jpg
5609.jpg,,5609.jpg,1.0,0.0,2.0,1.0,0.0,False,0,5609.jpg,325,104,426,235,Medical mask\Medical mask\annotations\5609.jpg.json,Medical mask\Medical mask\images\5609.jpg
5994.jpg,,5994.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5994.jpg,149,8,458,328,Medical mask\Medical mask\annotations\5994.jpg.json,Medical mask\Medical mask\images\5994.jpg
5925.jpeg,,5925.jpeg,1.0,0.0,2.0,2.0,0.0,False,0,5925.jpeg,1181,237,1692,831,Medical mask\Medical mask\annotations\5925.jpeg.json,Medical mask\Medical mask\images\5925.jpeg
6362.jpg,,6362.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6362.jpg,303,55,463,278,Medical mask\Medical mask\annotations\6362.jpg.json,Medical mask\Medical mask\images\6362.jpg
5390.jpg,,5390.jpg,1.0,0.0,2.0,2.0,0.0,False,0,5390.jpg,6,7,606,809,Medical mask\Medical mask\annotations\5390.jpg.json,Medical mask\Medical mask\images\5390.jpg
6385.jpg,,6385.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6385.jpg,249,2,380,192,Medical mask\Medical mask\annotations\6385.jpg.json,Medical mask\Medical mask\images\6385.jpg
6205.jpg,,6205.jpg,1.0,0.0,2.0,1.0,0.0,False,0,6205.jpg,185,30,546,493,Medical mask\Medical mask\annotations\6205.jpg.json,Medical mask\Medical mask\images\6205.jpg
6361.jpg,,6361.jpg,1.0,0.0,2.0,2.0,0.0,False,0,6361.jpg,259,88,407,242,Medical mask\Medical mask\annotations\6361.jpg.json,Medical mask\Medical mask\images\6361.jpg
5997.jpg,,5997.jpg,1.0,0.0,2.0,1.0,0.0,False,0,5997.jpg,308,17,745,688,Medical mask\Medical mask\annotations\5997.jpg.json,Medical mask\Medical mask\images\5997.jpg
2964.png,,2964.png,1.0,0.0,2.0,1.0,0.0,False,0,2964.png,198,73,320,265,Medical mask\Medical mask\annotations\2964.png.json,Medical mask\Medical mask\images\2964.png
6149.jpg,,6149.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6149.jpg,401,16,682,435,Medical mask\Medical mask\annotations\6149.jpg.json,Medical mask\Medical mask\images\6149.jpg
6022.jpg,,6022.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6022.jpg,346,21,560,276,Medical mask\Medical mask\annotations\6022.jpg.json,Medical mask\Medical mask\images\6022.jpg
6156.jpg,,6156.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6156.jpg,450,235,644,480,Medical mask\Medical mask\annotations\6156.jpg.json,Medical mask\Medical mask\images\6156.jpg
5918.jpg,,5918.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5918.jpg,697,126,902,386,Medical mask\Medical mask\annotations\5918.jpg.json,Medical mask\Medical mask\images\5918.jpg
5927.jpg,,5927.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5927.jpg,325,25,561,319,Medical mask\Medical mask\annotations\5927.jpg.json,Medical mask\Medical mask\images\5927.jpg
6224.jpg,,6224.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6224.jpg,528,66,698,287,Medical mask\Medical mask\annotations\6224.jpg.json,Medical mask\Medical mask\images\6224.jpg
6402.png,,,1.0,0.0,2.0,2.0,1.0,False,,6402.png,809,190,1242,766,Medical mask\Medical mask\annotations\6402.png.json,Medical mask\Medical mask\images\6402.png
6229.jpg,,6229.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6229.jpg,402,108,758,562,Medical mask\Medical mask\annotations\6229.jpg.json,Medical mask\Medical mask\images\6229.jpg
6152.jpg,,6152.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6152.jpg,323,11,685,475,Medical mask\Medical mask\annotations\6152.jpg.json,Medical mask\Medical mask\images\6152.jpg
6203.jpg,,6203.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6203.jpg,396,202,774,739,Medical mask\Medical mask\annotations\6203.jpg.json,Medical mask\Medical mask\images\6203.jpg
5541.jpg,,5541.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5541.jpg,73,21,353,421,Medical mask\Medical mask\annotations\5541.jpg.json,Medical mask\Medical mask\images\5541.jpg
6097.jpg,,6097.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6097.jpg,224,31,393,242,Medical mask\Medical mask\annotations\6097.jpg.json,Medical mask\Medical mask\images\6097.jpg
5977.jpg,,5977.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5977.jpg,602,70,749,278,Medical mask\Medical mask\annotations\5977.jpg.json,Medical mask\Medical mask\images\5977.jpg
5936.jpg,,5936.jpg,1.0,0.0,2.0,2.0,1.0,False,0,5936.jpg,353,10,481,187,Medical mask\Medical mask\annotations\5936.jpg.json,Medical mask\Medical mask\images\5936.jpg
6023.jpg,,6023.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6023.jpg,371,44,592,311,Medical mask\Medical mask\annotations\6023.jpg.json,Medical mask\Medical mask\images\6023.jpg
6233.jpg,,6233.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6233.jpg,252,76,516,449,Medical mask\Medical mask\annotations\6233.jpg.json,Medical mask\Medical mask\images\6233.jpg
6070.jpg,,6070.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6070.jpg,308,17,418,161,Medical mask\Medical mask\annotations\6070.jpg.json,Medical mask\Medical mask\images\6070.jpg
5510.jpeg,,5510.jpeg,1.0,0.0,2.0,1.0,1.0,False,0,5510.jpeg,1819,325,3602,2812,Medical mask\Medical mask\annotations\5510.jpeg.json,Medical mask\Medical mask\images\5510.jpeg
6383.jpg,,6383.jpg,1.0,0.0,2.0,2.0,1.0,False,0,6383.jpg,830,263,1178,785,Medical mask\Medical mask\annotations\6383.jpg.json,Medical mask\Medical mask\images\6383.jpg
1932.jpg,,1932.jpg,1.0,0.0,2.0,2.0,1.0,False,0,1932.jpg,324,5,877,666,Medical mask\Medical mask\annotations\1932.jpg.json,Medical mask\Medical mask\images\1932.jpg
